"row_id","source","lat_deg","lon_deg","report_date","status_id","water_source_clean","water_source_category","water_tech_clean","_water_tech_category","facility_type","clean_country_name","clean_adm1","clean_adm2","clean_adm3","clean_adm4","install_year","installer","rehab_year","rehabilitator","management_clean","status_clean","pay","fecal_coliform_presence","fecal_coliform_value","subjective_quality","activity_id","scheme_id","wpdx_id","notes","orig_lnk","photo_lnk","country_id","data_lnk","distance_to_primary","distance_to_secondary","distance_to_tertiary","distance_to_city","distance_to_town","water_point_history","rehab_priority","served_population","local_population","crucialness","pressure","usage_cap","is_urban","days_since_report","staleness_score","is_latest","location_id","cluster_size","clean_country_id","country_name","water_source","water_tech","status","adm2","adm3","management","adm1","new_georeferenced_column_","lat_deg_original","lat_lon_deg","lon_deg_original","public_data_source","converted","count","created_timestamp","updated"
"221715","Federal Ministry of Water Resources, Nigeria","5.8406967","6.2934067","2015-09-19T00:00:00.000","No","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Delta","Ukwuani",,,"2005",,,,,"Abandoned/Decommissioned","No",,,"No because of Taste",,,"6FQ8R7RV+79F","Akokuno uno",,"https://akvoflow-55.s3.amazonaws.com/images/c221b478-466b-40c2-974b-9e438431fd44.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","10022.644901398815","9044.646182268696","7.583843075239285","64014.491633039754","33830.64510499045","{""2015-09-19"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/c221b478-466b-40c2-974b-9e438431fd44.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","False","2558","44.65002370619894","true","275085","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Non-functional Abandoned Project","Ukwuani",,,"Delta","POINT (6.2934067 5.8406967)",,"(5.8406967°, 6.2934067°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"429080","GRID3","7.99","5.17","2018-08-29T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Moba",,,,,,,,,,,,,"500599ee-440a-40a2-950a-88116e7c7b7b",,"6FV7X5RC+222","Igogo Commercial High School Tap Water","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","4166.11379205044","242.97721114225865","7209.959846744914","40975.821483045256","4907.425063201045","{""2018-08-29"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1483","62.65910617545588","true","358049","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.17 7.99)",,"(7.99°, 5.17°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"219017","Federal Ministry of Water Resources, Nigeria","6.3915933","8.6427533","2015-08-24T00:00:00.000","No","Borehole","Well","Hand Pump","Hand Pump","Improved","Nigeria","Cross River","Ogoja",,,,,,,,"Abandoned/Decommissioned","No",,,"Acceptable quality",,,"6FRC9JRV+J4J","Egbong",,"https://akvoflow-55.s3.amazonaws.com/images/848ae62b-44d7-4a86-bf0b-6bf7db187605.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","16552.222674193275","8319.787978075388","5453.904854329852","59096.718252342805","48272.80424409763","{""2015-08-24"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/848ae62b-44d7-4a86-bf0b-6bf7db187605.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,,,,,"300","False","2584","44.28558793051502","true","267797","1","NGA","Nigeria","Improved Tube well or borehole","Hand pump","Non-functional Abandoned","Ogoja",,,"Cross River","POINT (8.6427533 6.3915933)",,"(6.3915933°, 8.6427533°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"428400","GRID3","7.36","5.46","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Emure/Ise/Orun",,,,,,,,,,,,,"3f455b42-da4c-422a-92c5-fa1dd3f077a0",,"6FV79F66+222","Tap Water","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","14931.56634491115","3781.7491524901116","6108.348465624496","22895.82641378872","23352.743276808204","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1474","62.8371173500476","true","359510","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.46 7.36)",,"(7.36°, 5.46°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"418413","GRID3","7.89","4.98","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Ijero",,,,,,,,,,,,,"c9aee264-bf04-4fa6-baa6-eaf6b6c626ab",,"6FV6VXRJ+222","Babaebegbe Community Water Tap","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","18606.062859395817","2207.497284381911","3160.884068487574","39419.957847307924","16163.231679634866","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1474","62.8371173500476","true","359423","1","NGA","Nigeria","Tap",,,,,,,"POINT (4.98 7.89)",,"(7.89°, 4.98°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"469164","GRID3","6.33","8.08","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ebonyi","Ebonyi",,,,,,,,,,,,,"0239627b-e6e5-4490-b64a-05af751aee43",,"6FRC83JJ+222","Chideraah Estate Borehole Isiokoro Lane Off Goddy Ogbaga Avenue Mbukobe Ntezi Aba Abakaliki","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","3332.878400411214","595.8669418576105","235.2061054415627","3821.9373646081704","82023.44373416336","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350137","1","NGA","Nigeria","Tap",,,,,,,"POINT (8.08 6.33)",,"(6.33°, 8.08°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"32524","Federal Ministry of Water Resources, Nigeria","5.0873683","7.725095","2015-01-21T00:00:00.000","No","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Essien Udim",,,"2000",,,,,"Abandoned/Decommissioned","No",,,"No because of Colour",,,"6FQ93PPG+W2X","Ukana Iba",,"https://akvoflow-55.s3.amazonaws.com/images/901b1314-b1c1-40f1-8c7b-819f1215941a.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","16986.240599734512","82.99328495581759","539.1184287584209","10544.466883865694","30453.55639676394","{""2015-01-21"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/901b1314-b1c1-40f1-8c7b-819f1215941a.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","True","2799","41.3837569126911","true","203780","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Non-functional abandoned","Essien Udim",,,"Akwa Ibom","POINT (7.725095 5.0873683)",,"(5.0873683°, 7.725095°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"32478","Federal Ministry of Water Resources, Nigeria","4.9513867","7.8413133","2015-02-20T00:00:00.000","No","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Nsit Ibom",,,,,,,,"Abandoned/Decommissioned","No",,,"No because of Taste",,,"6FP9XR2R+HG4","AFAHA EFIAT",,"https://akvoflow-55.s3.amazonaws.com/images/2180789a-4df1-495f-9583-744ada958a19.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","81.07439181591698","1827.497821815325","1123.3284359605584","12870.707908622448","31241.113351303316","{""2015-02-20"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/2180789a-4df1-495f-9583-744ada958a19.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","False","2769","41.776954282244674","true","219549","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Non-functional ABANDONED","Etinan",,,"Akwa Ibom","POINT (7.8413133 4.9513867)",,"(4.9513867°, 7.8413133°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"418323","GRID3","6.2","8.36","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Cross River","Obubra",,,,,,,,,,,,,"5f625829-70be-418d-a308-a63aa1584cef",,"6FRC6926+222","Nduofutu Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","28214.371638588098","10793.924189225332","671.3712566047726","30395.58593737892","48067.55250206902","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350097","1","NGA","Nigeria","Tap",,,,,,,"POINT (8.36 6.2)",,"(6.2°, 8.36°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"75430","Federal Ministry of Water Resources, Nigeria","4.9916017","7.401014","2015-05-12T00:00:00.000","No","Borehole","Well",,,"Improved","Nigeria","Abia","Ugwunagbo",,,,,,,,"Abandoned/Decommissioned","No",,,"Acceptable quality",,,"6FP9XCR2+JCR","ukebe",,"https://akvoflow-55.s3.amazonaws.com/images/4a4a12ea-08d7-4a42-ab8c-61a35723969c.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","13795.68532519287","5796.216676966513","14.822452794627816","13998.708464686426","21568.474125175668","{""2015-05-12"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/4a4a12ea-08d7-4a42-ab8c-61a35723969c.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole""}}",,,,,,"300","False","2688","42.857348467498824","true","240457","1","NGA","Nigeria","Improved Tube well or borehole","hose","Non-functional abandoned project","Ugwunagbo",,,"Abia","POINT (7.401014 4.9916017)",,"(4.9916017°, 7.401014°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"418679","GRID3","7.76","5.22","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Irepodun/Ifelodun",,,,,,,,,,,,,"399b98b9-921b-41e4-9359-7c869f0efa96",,"6FV7Q66C+222","Esure Water Tap 1","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","3444.0212361043","539.1412482529644","3799.5765054930375","15126.972455169102","9000.824035738746","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1474","62.8371173500476","true","359474","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.22 7.76)",,"(7.76°, 5.22°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"65375","Federal Ministry of Water Resources, Nigeria","4.7010983","6.0330117","2015-06-04T00:00:00.000","No","Borehole","Well",,,"Improved","Nigeria","Bayelsa","Southern Ijaw",,,"1995",,,,,"Abandoned/Decommissioned","No",,,"No because of Colour",,,"6FP8P22M+C6J","Olugbobiri",,"https://akvoflow-55.s3.amazonaws.com/images/7ce97140-2a57-47e3-be51-0e6e56d56d2b.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","35151.06643947545","48584.74921862271","20703.565036554104","37141.97738269107","25118.90026139736","{""2015-06-04"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/7ce97140-2a57-47e3-be51-0e6e56d56d2b.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole""}}",,,,,,"300","False","2665","43.16918914707246","true","252530","1","NGA","Nigeria","Improved Tube well or borehole","Bore hole","Non-functional Abandoned","Southern Ijaw",,,"Bayelsa","POINT (6.0330117 4.7010983)",,"(4.7010983°, 6.0330117°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"161377","iMMAP","11.0917278","13.6962125","2019-03-31T00:00:00.000","No",,,"Mechanized Pump","Mechanized Pump","Improved","Nigeria","Borno","Gwoza",,,,,,,,,,,,,,,"7F3M3MRW+MFW","Rehabilitation","https://data.humdata.org/dataset/water-sources-for-eleven-hotspot-lgas-in-borno-state-north-eastern-nigeria-march-2019",,"NG","https://catalog.waterpointdata.org/datasets/water-points-and-water-sources-for-eleven-hotspot-lgas-in-borno-state-north-eas-61b6445f","26871.0555574576","1796.8516939999377","527.79197918092","40378.91604403522","979.3458293628869","{""2019-03-31"": {""source"": ""iMMAP"", ""status_id"": ""No"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","True","1269","67.03163311752988","true","363008","1","NGA","Nigeria","Motorized BH",,,"gwoza","Bulabulin",,,"POINT (13.6962125 11.0917278)",,"(11.0917278°, 13.6962125°)",,"https://catalog.waterpointdata.org/datafiles/water-points-and-water-sources-for-eleven-hotspot-lgas-in-borno-state-north-eas-61b6445f.csv",,"1","2021-12-12T18:50:07.000","2021-12-12T18:50:07.000"
"428280","GRID3","6.08","7.77","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ebonyi","Onicha",,,,,,,,,,,,,"fb929e66-e2f8-42fd-9eff-844c23b31763",,"6FR93QJC+222","Mazi Dike","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","4542.942832911115","4009.3166182909536","1194.491571622912","46404.55476721318","47469.72513017305","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350496","1","NGA","Nigeria","Tap",,,,,,,"POINT (7.77 6.08)",,"(6.08°, 7.77°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"428376","GRID3","6.25","8.29","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ebonyi","Abakaliki",,,,,,,,,,,,,"610a8848-2092-4ab1-9e87-2f9fcb328975",,"6FRC772R+222","Imeabali Primary School Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","19795.24115699242","2276.758234537749","546.4536678345039","21063.715700133882","57578.16675350762","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350509","1","NGA","Nigeria","Tap",,,,,,,"POINT (8.29 6.25)",,"(6.25°, 8.29°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"33334","Federal Ministry of Water Resources, Nigeria","4.9071583","7.6292533","2015-01-20T00:00:00.000","No","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Ukanafun",,,,,,,,"Abandoned/Decommissioned","No",,,"No because of Colour",,,"6FP9WJ4H+VP6","IKOT UDO MBANG",,"https://akvoflow-55.s3.amazonaws.com/images/9ca4ed2b-ace5-48b1-9c1d-1e96c77fe98e.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","22975.270823038623","7257.044730674387","1158.6721766698238","31784.377437148378","38260.905806518094","{""2015-01-20"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/9ca4ed2b-ace5-48b1-9c1d-1e96c77fe98e.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","False","2800","41.37071426225145","true","202660","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Non-functional ABANDON PROJECT","Ukanafun",,,"Akwa Ibom","POINT (7.6292533 4.9071583)",,"(4.9071583°, 7.6292533°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"418472","GRID3","7.88","5.07","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Ijero",,,,,,,,,,,,,"cdb6d46d-dad8-444a-8aae-994f3174c850",,"6FV7V3JC+222","Public Water Tap 6","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","9629.307028233441","36.21609659938362","670.5990314385135","33017.74953428986","12816.261672277107","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1474","62.8371173500476","true","359435","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.07 7.88)",,"(7.88°, 5.07°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"418445","GRID3","7.78","5.02","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ekiti","Ijero",,,,,,,,,,,,,"c65897cd-b669-41c5-8b57-57279bab223e",,"6FV7Q2JC+222","Public Water Tap Aba Tuntun","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","19016.89452296777","2512.135974315522","6535.060150277797","28298.449672008588","17091.640860574425","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1474","62.8371173500476","true","359429","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.02 7.78)",,"(7.78°, 5.02°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"472509","GRID3","6.03","7.94","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ebonyi","Onicha",,,,,,,,,,,,,"abb25c15-4cff-4051-8120-532b5f5d6e5e",,"6FR92WJR+222","Ndieguazu Umuonuoha Ukpam Borehole","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","6787.8816230152615","2212.316505069708","6907.564605954038","37453.99205793316","61407.86870961016","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350757","1","NGA","Nigeria","Tap",,,,,,,"POINT (7.94 6.03)",,"(6.03°, 7.94°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"418296","GRID3","6.36","8.14","2018-01-03T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Ebonyi","Ebonyi",,,,,,,,,,,,,"fbf89f4a-661d-4068-ab80-38e53fd31d26",,"6FRC946R+222","Oferegbe Public Well","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","6975.970609373392","3117.9828509602758","114.75958837138633","5236.469598623469","78139.26501774695","{""2018-01-03"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","False","1721","58.130371980663256","true","350128","1","NGA","Nigeria","Tap",,,,,,,"POINT (8.14 6.36)",,"(6.36°, 8.14°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
"322862","Federal Ministry of Water Resources, Nigeria","11.050182","10.844403","2015-07-25T00:00:00.000","No","Borehole","Well","Hand Pump","Hand Pump","Improved","Nigeria","Gombe","Dukku",,,"2013",,,,,"Abandoned/Decommissioned","No",,,"Acceptable quality",,,"7F3G3R2V+3QC","Zaune",,"https://akvoflow-55.s3.amazonaws.com/images/214e94cb-6211-4c80-b804-46cf9f73c35e.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","47578.02110774119","4642.356397923988","97.04677743587146","77486.39449305349","26255.470261646686","{""2015-07-25"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/214e94cb-6211-4c80-b804-46cf9f73c35e.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,,,,,"300","False","2614","43.8687797408665","true","259580","1","NGA","Nigeria","Improved Tube well or borehole","Hand pump","Non-functional abortive","Dukku",,,"Gombe","POINT (10.844403 11.050182)",,"(11.050182°, 10.844403°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"33159","Federal Ministry of Water Resources, Nigeria","4.7472433","8.2268967","2015-01-21T00:00:00.000","No","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Udung Uko",,,,,,,,"Abandoned/Decommissioned","No",,,"No because of Taste",,,"6FPCP6WG+VQR","EYOKOR",,"https://akvoflow-55.s3.amazonaws.com/images/273bae71-af2b-4b9c-b179-3268e252efcb.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","26768.391462064537","2235.194064548372","4361.869608202705","28466.430330651925","7806.887353624612","{""2015-01-21"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/273bae71-af2b-4b9c-b179-3268e252efcb.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""No"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,,,,,"1000","False","2799","41.3837569126911","true","203820","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Non-functional ABANDONED BY THE CONTRACTORS","Udung Uko",,,"Akwa Ibom","POINT (8.2268967 4.7472433)",,"(4.7472433°, 8.2268967°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"418696","GRID3","8","5.1","2018-09-07T00:00:00.000","Unknown",,,"Tapstand","Tapstand","Improved","Nigeria","Kwara","Oke-Ero",,,,,,,,,,,,,"89d99e72-8a6d-4223-8fb4-4124737d2de3",,"6FW72422+222","Iro Palace Water Tap","https://nigeria.africageoportal.com/datasets/GRID3::grid3-nigeria-water-points/about",,"NG","https://catalog.waterpointdata.org/datasets/grid3-nigeria-water-points-61ae7cd9","1497.3879159191745","1355.4559808885836","2347.148191438185","43810.77794302934","3187.8734813537544","{""2018-09-07"": {""source"": ""GRID3"", ""status_id"": ""Unknown"", ""water_tech_clean"": ""Tapstand""}}",,,,,,"250","True","1474","62.8371173500476","true","359479","1","NGA","Nigeria","Tap",,,,,,,"POINT (5.1 8)",,"(8°, 5.1°)",,"https://catalog.waterpointdata.org/datafiles/grid3-nigeria-water-points-61ae7cd9.csv",,"1","2021-12-06T21:12:57.000","2021-12-06T21:12:57.000"
